national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,gigantamax,mega_evolution,mega_evolution_alt,description,image_path
678,VI,meowstic,Nyaonix,psychic,,Constraint Pokémon,50*,50*,0.6,8.5,75,5120,74,48,76,83,81,104,Keen Eye,Infiltrator,,Prankster,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Espurr,Level ,Meowstic,,,,,,,,"Revealing the eyelike patterns on the insides of its ears will unleash its psychic powers. It normally keeps the patterns hidden, however.",pokemon_images/Meowstic.jpg
679,VI,honedge,Hitotsuki,steel,ghost,Sword Pokémon,50.2,49.8,0.8,2.0,180,5120,45,80,100,35,37,28,No Guard,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,Honedge,Level ,Doublade,Use Dusk Stone,Aegislash,,,,,,Honedge’s soul once belonged to a person who was killed a long time ago by the sword that makes up Honedge’s body.,pokemon_images/Honedge.jpg
680,VI,doublade,Nidangill,steel,ghost,Sword Pokémon,50.2,49.8,0.8,4.5,90,5120,59,110,150,45,49,35,No Guard,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,Honedge,Level ,Doublade,Use Dusk Stone,Aegislash,,,,,,Honedge evolves into twins. The two blades rub together to emit a metallic sound that unnerves opponents.,pokemon_images/Doublade.jpg
681,VI,aegislash,Gillgard,steel,ghost,Royal Sword Pokémon,50.2,49.8,1.7,53.0,45,5120,60,50,140,50,140,60,Stance Change,,,,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,0,0,Honedge,Level ,Doublade,Use Dusk Stone,Aegislash,,,,,,"In this defensive stance, Aegislash uses its steel body and a force field of spectral power to reduce the damage of any attack.",pokemon_images/Aegislash.jpg
682,VI,spritzee,Shushupu,fairy,,Perfume Pokémon,50.2,49.8,0.2,0.5,200,5120,78,52,60,63,65,23,Healer,,,Aroma Veil,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Spritzee,Trade with  Sachet,Aromatisse,,,,,,,,A scent pouch within this Pokémon’s body allows it to create various scents. A change in its diet will alter the fragrance it produces.,pokemon_images/Spritzee.jpg
683,VI,aromatisse,Frefuwan,fairy,,Fragrance Pokémon,50.2,49.8,0.8,15.5,140,5120,101,72,72,99,89,29,Healer,,,Aroma Veil,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Spritzee,Trade with  Sachet,Aromatisse,,,,,,,,The scent that constantly emits from its fur is so powerful that this Pokémon’s companions will eventually lose their sense of smell.,pokemon_images/Aromatisse.jpg
684,VI,swirlix,Peroppafu,fairy,,Cotton Candy Pokémon,50.2,49.8,0.4,3.5,200,5120,62,48,66,59,57,49,Sweet Veil,,,Unburden,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Swirlix,Trade with  Whipped Dream,Slurpuff,,,,,,,,"It eats its own weight in sugar every day. If it doesn’t get enough sugar, it becomes incredibly grumpy.",pokemon_images/Swirlix.jpg
685,VI,slurpuff,Peroream,fairy,,Meringue Pokémon,50.2,49.8,0.8,5.0,140,5120,82,80,86,85,75,72,Sweet Veil,,,Unburden,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Swirlix,Trade with  Whipped Dream,Slurpuff,,,,,,,,"By taking in a person’s scent, it can sniff out their mental and physical condition. It’s hoped that this skill will have many medical applications.",pokemon_images/Slurpuff.jpg
686,VI,inkay,Maaiika,dark,psychic,Revolving Pokémon,50.2,49.8,0.4,3.5,190,5120,53,54,53,37,46,45,Contrary,Suction Cups,,Infiltrator,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,Inkay,Level 30 while holding Nintendo Switch upside-down (Handheld mode only),Malamar,,,,,,,,It spins while making its luminescent spots flash. These spots allow it to communicate with others by using different patterns of light.,pokemon_images/Inkay.jpg
687,VI,malamar,Calamanero,dark,psychic,Overturning Pokémon,50.2,49.8,1.5,47.0,80,5120,86,92,88,68,75,73,Contrary,Suction Cups,,Infiltrator,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,0,0,Inkay,Level 30 while holding Nintendo Switch upside-down (Handheld mode only),Malamar,,,,,,,,"Gazing at its luminescent spots will quickly induce a hypnotic state, putting the observer under Malamar’s control.",pokemon_images/Malamar.jpg
688,VI,binacle,Kametete,rock,water,Two-Handed Pokémon,50.2,49.8,0.5,31.0,120,5120,42,52,67,39,56,50,Tough Claws,Sniper,,Pickpocket,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Binacle,Level ,Barbaracle,,,,,,,,"After two Binacle find a suitably sized rock, they adhere themselves to it and live together. They cooperate to gather food during high tide.",pokemon_images/Binacle.jpg
689,VI,barbaracle,Gamenodes,rock,water,Collective Pokémon,50.2,49.8,1.3,96.0,45,5120,72,105,115,54,86,68,Tough Claws,Sniper,,Pickpocket,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Binacle,Level ,Barbaracle,,,,,,,,Seven Binacle come together to form one Barbaracle. The Binacle that serves as the head gives orders to those serving as the limbs.,pokemon_images/Barbaracle.jpg
690,VI,skrelp,Kuzumo,poison,water,Mock Kelp Pokémon,50.2,49.8,0.5,7.3,225,5120,50,60,60,60,60,30,Poison Point,Poison Touch,,Adaptability,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Skrelp,Level ,Dragalge,,,,,,,,"It drifts in the ocean, blending in with floating seaweed. When other Pokémon come to feast on the seaweed, Skrelp feasts on them instead.",pokemon_images/Skrelp.jpg
691,VI,dragalge,Dramidoro,poison,dragon,Mock Kelp Pokémon,50.2,49.8,1.8,81.5,55,5120,65,75,90,97,123,44,Poison Point,Poison Touch,,Adaptability,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0,0,0,Skrelp,Level ,Dragalge,,,,,,,,Dragalge uses a poisonous liquid capable of corroding metal to send tankers that enter its territory to the bottom of the sea.,pokemon_images/Dragalge.jpg
692,VI,clauncher,Udeppou,water,,Water Gun Pokémon,50.2,49.8,0.5,8.3,225,3840,50,53,62,58,63,44,Mega Launcher,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Clauncher,Level ,Clawitzer,,,,,,,,"Clauncher’s claws can fall off during battle, but they’ll regenerate. The meat inside the claws is popular as a delicacy in Galar.",pokemon_images/Clauncher.jpg
693,VI,clawitzer,Bloster,water,,Howitzer Pokémon,50.2,49.8,1.3,35.3,55,3840,71,73,88,120,89,59,Mega Launcher,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Clauncher,Level ,Clawitzer,,,,,,,,"After using the feelers on its oversized claw to detect the location of prey, Clawitzer launches a cannonball of water at its target.",pokemon_images/Clawitzer.jpg
694,VI,helioptile,Erikiteru,electric,normal,Generator Pokémon,50.2,49.8,0.5,6.0,190,5120,44,38,33,61,43,70,Dry Skin,Sand Veil,,Solar Power,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0,Helioptile,Use Sun Stone,Heliolisk,,,,,,,,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.",pokemon_images/Helioptile.jpg
695,VI,heliolisk,Elezard,electric,normal,Generator Pokémon,50.2,49.8,1.0,21.0,75,5120,62,55,52,109,94,109,Dry Skin,Sand Veil,,Solar Power,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,0,0,Helioptile,Use Sun Stone,Heliolisk,,,,,,,,"A now-vanished desert culture treasured these Pokémon. Appropriately, when Heliolisk came to the Galar region, treasure came with them.",pokemon_images/Heliolisk.jpg
696,VI,tyrunt,Chigoras,rock,dragon,Royal Heir Pokémon,88.14,11.86,0.8,26.0,45,7680,58,89,77,45,45,48,Strong Jaw,,,Sturdy,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,0,0,Tyrunt,Level in Daytime,Tyrantrum,,,,,,,,"This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it’ll tear apart anything it gets between its hefty jaws.",pokemon_images/Tyrunt.jpg
697,VI,tyrantrum,Gachigoras,rock,dragon,Despot Pokémon,88.14,11.86,2.5,270.0,45,7680,82,121,119,69,59,71,Strong Jaw,,,Rock Head,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,0,0,Tyrunt,Level in Daytime,Tyrantrum,,,,,,,,"This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.",pokemon_images/Tyrantrum.jpg
698,VI,amaura,Amarus,rock,ice,Tundra Pokémon,88.14,11.86,1.3,25.2,45,7680,77,59,50,67,63,46,Refrigerate,,,Snow Warning,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,0,0,Amaura,Level in Night,Aurorus,,,,,,,,"This Pokémon was successfully restored from a fossil. In the past, it lived with others of its kind in cold lands where there were fewer predators.",pokemon_images/Amaura.jpg
699,VI,aurorus,Amaruruga,rock,ice,Tundra Pokémon,88.14,11.86,2.7,225.0,45,7680,123,77,72,99,92,58,Refrigerate,,,Snow Warning,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,0,0,Amaura,Level in Night,Aurorus,,,,,,,,"Aurorus was restored from a fossil. It’s said that when this Pokémon howls, auroras appear in the night sky.",pokemon_images/Aurorus.jpg
700,VI,sylveon,Nymphia,fairy,,Intertwining Pokémon,88.14,11.86,1.0,23.5,45,8960,95,65,65,110,130,60,Cute Charm,,,Pixilate,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,Eevee,,,,,,,,,,"By releasing enmity-erasing waves from its ribbonlike feelers, Sylveon stops any conflict.",pokemon_images/Sylveon.jpg
701,VI,hawlucha,Luchabull,fighting,flying,Wrestling Pokémon,50.2,49.8,0.8,21.5,100,5120,78,92,75,74,63,118,Limber,Unburden,,Mold Breaker,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0,0,0,Hawlucha,,,,,,,,,,"It drives its opponents to exhaustion with its agile maneuvers, then ends the fight with a flashy finishing move.",pokemon_images/Hawlucha.jpg
702,VI,dedenne,Dedenne,electric,fairy,Antenna Pokémon,50.2,49.8,0.2,2.2,180,5120,67,58,57,81,67,101,Cheek Pouch,Pickup,,Plus,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0,0,0,Dedenne,,,,,,,,,,A Dedenne’s whiskers pick up electrical waves other Dedenne send out. These Pokémon share locations of food or electricity with one another.,pokemon_images/Dedenne.jpg
703,VI,carbink,Melecie,rock,fairy,Jewel Pokémon,,,0.3,5.7,60,6400,50,50,150,50,150,50,Clear Body,,,Sturdy,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0,0,0,Carbink,,,,,,,,,,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body.",pokemon_images/Carbink.jpg
704,VI,goomy,Numera,dragon,,Soft Tissue Pokémon,50.2,49.8,0.3,2.8,45,10240,45,50,35,55,75,40,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,,,,"Because most of its body is water, it will dry up if the weather becomes too arid. It’s considered the weakest dragon Pokémon.",pokemon_images/Goomy.jpg
705,VI,sliggoo,Numeil,dragon,,Soft Tissue Pokémon,50.2,49.8,0.8,17.5,45,10240,68,75,53,83,113,60,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,,,,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it.",pokemon_images/Sliggoo.jpg
706,VI,goodra,Numelgon,dragon,,Dragon Pokémon,50.2,49.8,2.0,150.5,45,10240,90,100,70,110,150,80,Sap Sipper,Hydration,,Gooey,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,,,,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable.",pokemon_images/Goodra.jpg
707,VI,klefki,Cleffy,steel,fairy,Key Ring Pokémon,50.2,49.8,0.2,3.0,75,5120,57,80,91,80,87,75,Prankster,,,Magician,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0,0,0,Klefki,,,,,,,,,,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what.",pokemon_images/Klefki.jpg
708,VI,phantump,Bokurei,ghost,grass,Stump Pokémon,50.2,49.8,0.4,7.0,120,5120,43,70,48,50,60,38,Natural Cure,Frisk,,Harvest,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Phantump,Trade,Trevenant,,,,,,,,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon.",pokemon_images/Phantump.jpg
709,VI,trevenant,Ohrot,ghost,grass,Elder Tree Pokémon,50.2,49.8,1.5,71.0,60,5120,85,110,76,65,82,56,Natural Cure,Frisk,,Harvest,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Phantump,Trade,Trevenant,,,,,,,,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind.",pokemon_images/Trevenant.jpg
710,VI,pumpkaboo,Bakeccha,ghost,grass,Pumpkin Pokémon,50.2,49.8,0.4,5.0,120,5120,49,66,70,44,55,51,Pickup,Frisk,,Insomnia,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Pumpkaboo,Trade,Gourgeist,,,,,,,,Spirits that wander this world are placed into Pumpkaboo’s body. They’re then moved on to the afterlife.,pokemon_images/Pumpkaboo.jpg
711,VI,gourgeist,Pumpjin,ghost,grass,Pumpkin Pokémon,50.2,49.8,0.9,12.5,60,5120,65,90,122,58,75,84,Pickup,Frisk,,Insomnia,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Pumpkaboo,Trade,Gourgeist,,,,,,,,Eerie cries emanate from its body in the dead of night. The sounds are said to be the wails of spirits who are suffering in the afterlife.,pokemon_images/Gourgeist.jpg
712,VI,bergmite,Kachikohru,ice,,Ice Chunk Pokémon,50.2,49.8,1.0,99.5,190,5120,55,69,85,32,35,28,Own Tempo,Ice Body,,Sturdy,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Bergmite,Level ,Avalugg,,,,,,,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor.",pokemon_images/Bergmite.jpg
713,VI,avalugg,Crebase,ice,,Iceberg Pokémon,50.2,49.8,2.0,505.0,55,5120,95,117,184,44,46,28,Own Tempo,Ice Body,,Sturdy,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,Bergmite,Level ,Avalugg,,,,,,,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs.",pokemon_images/Avalugg.jpg
714,VI,noibat,Onbat,flying,dragon,Sound Wave Pokémon,50.2,49.8,0.5,8.0,190,5120,40,30,35,45,40,55,Frisk,Infiltrator,,Telepathy,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Noibat,Level ,Noivern,,,,,,,,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit.",pokemon_images/Noibat.jpg
715,VI,noivern,Onvern,flying,dragon,Sound Wave Pokémon,50.2,49.8,1.5,85.0,45,5120,85,70,80,97,80,123,Frisk,Infiltrator,,Telepathy,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,Noibat,Level ,Noivern,,,,,,,,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark.",pokemon_images/Noivern.jpg
716,VI,xerneas,Xerneas,fairy,,Life Pokémon,,,3.0,215.0,45,30720,126,131,95,131,98,99,Fairy Aura,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1,0,Xerneas,,,,,,,,,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,pokemon_images/Xerneas.jpg
717,VI,yveltal,Yveltal,dark,flying,Destruction Pokémon,,,5.8,203.0,45,30720,126,131,95,131,98,99,Dark Aura,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,1,0,Yveltal,,,,,,,,,,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",pokemon_images/Yveltal.jpg
718,VI,zygarde,Zygarde,dragon,ground,Order Pokémon,,,5.0,305.0,3,30720,108,100,121,81,95,95,Aura Break (Standard),Power Construct (Some 10%/50%/Complete Forme),,,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0,1,0,Zygarde,,,,,,,,,,This is Zygarde’s form when about half of its pieces have been assembled. It plays the role of monitoring the ecosystem.,pokemon_images/Zygarde.jpg
719,VI,diancie,Diancie,rock,fairy,Jewel Pokémon,,,0.7,8.8,3,6400,50,100,150,100,150,50,Clear Body,,,,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,0,0,1,Diancie,,,,,,,,Mega Diancie,,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",pokemon_images/Diancie.jpg
720,VI,hoopa,Hoopa ,psychic,ghost,Mischief Pokémon,,,0.5,9.0,3,30720,80,110,60,150,130,70,Magician,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0,0,1,Hoopa,,,,,,,,,,"In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.",pokemon_images/Hoopa.jpg
721,VI,volcanion,Volcanion,fire,water,Steam Pokémon,,,1.7,195.0,3,30720,80,110,120,130,90,70,Water Absorb,,,,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,0,0,1,Volcanion,,,,,,,,,,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,pokemon_images/Volcanion.jpg
722,VII,rowlet,Mokuroh,grass,flying,Grass Quill Pokémon,88.14,11.86,0.3,1.5,45,3840,68,55,55,50,50,42,Overgrow,,,Long Reach,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Rowlet,Level ,Dartrix,Level ,Decidueye,,,,,,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable.",pokemon_images/Rowlet.jpg
723,VII,dartrix,Fukuthrow,grass,flying,Blade Quill Pokémon,88.14,11.86,0.7,16.0,45,3840,78,75,75,70,70,52,Overgrow,,,Long Reach,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,Rowlet,Level ,Dartrix,Level ,Decidueye,,,,,,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you.",pokemon_images/Dartrix.jpg
724,VII,decidueye,Junaiper,grass,ghost,Arrow Quill Pokémon,88.14,11.86,1.6,36.6,45,3840,78,107,75,100,100,70,Overgrow,,,Long Reach,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,Rowlet,Level ,Dartrix,Level ,Decidueye,,,,,,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus.",pokemon_images/Decidueye.jpg
725,VII,litten,Nyabby,fire,,Fire Cat Pokémon,88.14,11.86,0.4,4.3,45,3840,45,65,40,60,40,70,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,,,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no.",pokemon_images/Litten.jpg
726,VII,torracat,Nyaheat,fire,,Fire Cat Pokémon,88.14,11.86,0.7,25.0,45,3840,65,85,50,80,50,90,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,,,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches.",pokemon_images/Torracat.jpg
727,VII,incineroar,Gaogaen,fire,dark,Heel Pokémon,88.14,11.86,1.8,83.0,45,3840,95,115,90,80,90,60,Blaze,,,Intimidate,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,0,0,Litten,Level ,Torracat,Level ,Incineroar,,,,,,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents.",pokemon_images/Incineroar.jpg
728,VII,popplio,Ashimari,water,,Sea Lion Pokémon,88.14,11.86,0.4,7.5,45,3840,50,54,54,66,56,40,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,,,,The balloons it inflates with its nose grow larger and larger as it practices day by day.,pokemon_images/Popplio.jpg
729,VII,brionne,Osyamari,water,,Pop Star Pokémon,88.14,11.86,0.6,17.5,45,3840,60,69,69,91,81,50,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,,,,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.,pokemon_images/Brionne.jpg
730,VII,primarina,Ashirene,water,fairy,Soloist Pokémon,88.14,11.86,1.8,44.0,45,3840,80,74,74,126,116,60,Torrent,,,Liquid Voice,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0,0,0,Popplio,Level ,Brionne,Level ,Primarina,,,,,,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing.",pokemon_images/Primarina.jpg
731,VII,pikipek,Tsutsukera,normal,flying,Woodpecker Pokémon,50,50,0.3,1.2,255,3840,35,75,30,30,30,65,Keen Eye,Skill Link,,Pickup,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,,,,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.,pokemon_images/Pikipek.jpg
732,VII,trumbeak,Kerarappa,normal,flying,Bugle Beak Pokémon,50,50,0.6,14.8,120,3840,55,85,50,40,50,75,Keen Eye,Skill Link,,Pickup,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,,,,It can bend the tip of its beak to produce over a hundred different cries at will.,pokemon_images/Trumbeak.jpg
